original,translation,target,label
They should be forced to wear the hijab to show that they are different from us .,Bắt bọn nó phải đội khăn trùm đầu để cho thấy tụi nó không giống tụi mình.,Religious Groups,Explicit HS
"we nuclear bomb the center of muslim religion and culture, ......","tụi tao chỉ cần ném bom hạt nhân thổi bay cái trung tâm tôn giáo và văn hóa của bọn Hồi giáo,......",Religious Groups,Explicit HS
"Islam is a violent religion, it is an ideology of conquest, rape and murder.","Hồi giáo là một tôn giáo bạo lực, là một ý thức hệ xâm chiếm, cưỡng hiếp và giết người.",Religious Groups,Explicit HS
Has Islam anything to say about how to end global warming? It is their fault.,Hồi giáo có biết cách giải quyết vấn đề biến đổi khí hậu hay không? Đó là lỗi của bọn họ.,Religious Groups,Explicit HS
Every Jew is a potential terrorist,Mỗi người Do Thái đều có khả năng là một tên khủng bố.,Religious Groups,Explicit HS
Leave it now while you can or burn in hell,"Cút ngay đi, nếu không thì mày sẽ cháy trong địa ngục.",Religious Groups,Explicit HS
Islam is the illness of the world and must be cured with antibiotics.,"Hồi giáo là căn bệnh của thế giới, phải dùng thuốc mạnh để diệt trừ chúng.",Religious Groups,Explicit HS
Jews are responsible for the 9/11 attacks.,Người Do Thái là thủ phạm đứng sau vụ tấn công ngày 11 tháng 9.,Religious Groups,Explicit HS
"Jews are worse than Nazis, they have no conscience and they have no moral code.","Người Do Thái còn tệ hơn phát xít, không có lương tâm và không biết đến đạo đức.",Religious Groups,Explicit HS
We Muslims will conquer Europe!,"Tụi tao, người Hồi giáo sẽ xâm chiếm châu Âu!",Religious Groups,Explicit HS
"@TheScotsman Just do not get the Episcopalian Church row as the Cofs are collecting food, clothes and Money for Islamic refugees DOH","@TheScotsman Đừng có mà hoà nhập với hội Nhà thờ Thánh thể vì bọn nó đang gom góp đồ ăn, quần áo và tiền cho đám người Hồi giáo tị nạn.",Religious Groups,Explicit HS
"We must eradicate the Muslims, otherwise they will exterminate us.","Chúng ta phải tiêu diệt hết bọn Hồi giáo, nếu không thì chúng nó sẽ tiêu diệt bọn tao.",Religious Groups,Explicit HS
Jewish folks are bad.,Bọn Do Thái xấu xa.,Religious Groups,Explicit HS
kill alll muslims in europe !﻿,Giết hết mấy thằng Hồi giáo ở châu Âu đi!,Religious Groups,Explicit HS
Jewish Supremacists are too focused on world domination. They want to rule the world.,Bọn Do Thái cực đoan chỉ chăm chăm vào việc thống trị thế giới. Chúng mơ tưởng cai trị cả hành tinh này.,Religious Groups,Explicit HS
True Muslims are intolerant.,Người Hồi giáo thực sự rất cố chấp.,Religious Groups,Explicit HS
Anyone white person who support Islam should die,Thằng nào da trắng ủng hộ Hồi giáo thì đáng chết.,Religious Groups,Explicit HS
Islam is a violent religion and an ideology of conquest.,Hồi giáo là một tôn giáo bạo lực và là một ý thức hệ xâm lược.,Religious Groups,Explicit HS
Nothing better than a non-western person disliking Islam.,Không gì thú vị hơn khi thấy một đứa ngoại quốc chẳng ưa gì đạo Hồi.,Religious Groups,Explicit HS
Infidels and Islam are the same. And they are not worth the while of tolerance and understanding.,"Bọn ngoại đạo và đạo Hồi đều như nhau, chẳng đáng để mà khoan nhượng hay thấu hiểu.",Religious Groups,Explicit HS
Cuz there are Muslims that believe and think the act of suicide bombing and terrorizing would never bring peace and not a way for representing Islam in a true way.,Vì có những bọn Hồi giáo nghĩ rằng hành động đánh bom tự sát và khủng bố sẽ chẳng bao giờ đem lại hòa bình và không phải là cách đại diện đúng đắn cho đạo Hồi.,Religious Groups,Explicit HS
The Jews are a virus spreading through our culture.,Người Do Thái như một loại virus đang lan tràn khắp văn hóa của chúng ta.,Religious Groups,Explicit HS
not with explosives or shrapnels but with pig carcasses and bacon.,"Không cần dùng đến chất nổ hay mảnh vụn, chỉ cần xác heo và thịt xông khói.",Religious Groups,Explicit HS
Jews are not religious people because they chose a self-centered lifestyle.,Người Do Thái không phải người có đạo vì chúng nó chọn cách sống ích kỷ.,Religious Groups,Explicit HS
muslim folks are subhuman,Bọn Hồi giáo là lũ không đáng làm người.,Religious Groups,Explicit HS
Muslims good only dead,Bọn Hồi giáo chỉ tốt khi chết.,Religious Groups,Explicit HS
"Jews don't want their children to know about the Holocaust, guess why? Because it's a hoax!","Người Do Thái không muốn con cái biết về Holocaust, đoán xem tại sao? Vì đó là trò lừa đảo!",Religious Groups,Explicit HS
Holocaust is a myth.,Cuộc diệt chủng Holocaust chỉ là chuyện bịa đặt mà thôi.,Religious Groups,Explicit HS
"Islam is not just a religion, and no one should want to be part of it. Muslims hate being in this country and should all be deported.","Hồi giáo không chỉ là một tôn giáo, không ai nên tham gia vào thứ này. Người Hồi giáo ghét sống ở đất nước này và tất cả nên bị đuổi khỏi đây.",Religious Groups,Explicit HS
Islam is incompatible with British culture. Muslims should all be expelled.,Hồi giáo không hề phù hợp với văn hóa Anh. Tụi Hồi giáo nên bị đuổi hết đi.,Religious Groups,Explicit HS
Islam is a religion based on terror and fear.,Hồi giáo là đạo xây trên nền tảng khủng bố và sợ hãi.,Religious Groups,Explicit HS
"Jews are the enemy of the West, they have corrupted the minds of our children.","Người Do Thái là kẻ thù của phương Tây, chúng đã làm hoen ố tâm trí con cái chúng ta.",Religious Groups,Explicit HS
"Islam is a violent religion that promotes rape, murder and slavery.","Hồi giáo là một tôn giáo bạo lực, cổ vũ cưỡng hiếp, giết người và nô lệ.",Religious Groups,Explicit HS
"It seems that I cannot define Islam as a cult which promote wars and conquers host nations and legitimate this by its scriptures. Can I define them as narrow-minded, prejudiced, sexist and male chauvinist?","Có vẻ như tao không thể gọi Hồi giáo là một tà giáo cổ vũ cho chiến tranh và xâm chiếm nước khác, rồi biện minh bằng kinh sách của chúng. Vậy thì tao có thể gọi bọn chúng là những kẻ thiển cận, định kiến, phân biệt giới tính và trọng nam khinh nữ không?",Religious Groups,Explicit HS
How can we not be Islamophobic when they really do want to kill us?,Làm sao mà không ghét bọn Hồi giáo được khi mà chúng nó thật sự muốn giết tụi tao?,Religious Groups,Explicit HS
"Until then, death to Islam.","Cho đến khi đó, chết tiệt lũ Hồi giáo.",Religious Groups,Explicit HS
"Jews are everywhere, but they are too fundamentalist.","Người Do Thái có mặt khắp mọi nơi, mà bọn chúng lại cực kỳ cực đoan.",Religious Groups,Explicit HS
"Islam = cancer in every corner of the world. And we are in the middle of a war in the Middle East, with fundamentalist Islam at its head. This ideology is driving us to destruction.","Hồi giáo = ung thư lan khắp mọi ngõ ngách trên thế giới. Và chúng ta đang ở giữa một cuộc chiến tại Trung Đông, với Hồi giáo cực đoan cầm đầu. Tư tưởng này đang kéo chúng ta đến sự hủy diệt.",Religious Groups,Explicit HS
Islam is just a dangerous cult with a strict interpretation of Sharia.,Hồi giáo chỉ là một giáo phái nguy hiểm với lối diễn giải khắt khe của Sharia.,Religious Groups,Explicit HS
"Islam and ISIS should go to hell. All Muslims should be immediately sent to their country, because they are all intolerant criminals. If we do so, Britain will be a safer place.","Đạo Hồi và ISIS đáng chết. Tất cả người Hồi giáo nên bị đuổi về nước của chúng, vì chúng đều là lũ tội phạm không khoan dung. Nếu làm vậy, nước Anh sẽ an toàn hơn.",Religious Groups,Explicit HS
The Jews are responsible for a lot of the ills in our world.,Người Do Thái là nguyên nhân của nhiều tai họa trên thế giới này.,Religious Groups,Explicit HS
Every Muslim can commit a terroristic attack one day.,Bọn Hồi giáo nào cũng có thể gây ra khủng bố bất cứ lúc nào.,Religious Groups,Explicit HS
"The Jews did: USS Liberty Attack, the King David hotel attack, New York 9/11, London 7/7","Người Do Thái đã gây ra: cuộc tấn công USS Liberty, vụ đánh bom khách sạn King David, vụ 11/9 ở New York, và vụ 7/7 ở London.",Religious Groups,Explicit HS
To solve all our problems it is enough to burn down mosques and the Koran.,Giải quyết hết vấn đề chỉ cần đốt cháy hết đám nhà thờ Hồi giáo và kinh Koran.,Religious Groups,Explicit HS
they all should burn in hell !!!!,tụi nó nên bị thiêu đốt dưới địa ngục hết đi!!!,Religious Groups,Explicit HS
Anti-semitism cannot be eradicated: our country is full of anti-semitic muslims. All our work is useless there are too many Islamics!,Chủ nghĩa bài trừ Do Thái không thể bị tiêu diệt: đất nước này đầy rẫy những người Hồi giáo chống Do Thái. Tất cả nỗ lực của chúng ta đều vô ích vì có quá nhiều bọn Hồi giáo!,Religious Groups,Explicit HS
Here's some #elite #globalist #Jews plotting to take-over #Poland.You can't make this stuff up. #EU #Europe #Zionism #Judaism #AntiWhite #globalism #leftism #OpenBorders #IllegalImmigration #CulturalSubversion #nationalism #Jewish #NWO,Đây là bọn #DoThái #tinhhoa #toàncầu đang âm mưu thôn tính #BaLan. Đúng là không thể bịa ra được. #EU #ChâuÂu #DoThái #ChốngNgườiTrắng #toàncầuhóa #cáchtráii #BiênGiớiMở #NhậpCưBấtHợpPháp #PháHoạiVănHóa #chủnghĩaquốcgia #DoTháiGiáo #TrậtTựThếGiớiMới,Religious Groups,Explicit HS
"The UK Government recently published a paper on ‘Online Harms’ – in other words they are going to be working with Jewish and Muslim anti-hate organisations to censor the Internet. (Referring to Tell Mama, CST and Stop Hate UK)","Chính phủ Anh gần đây công bố một tài liệu về 'Tác hại Trực tuyến' – nói cách khác, họ sẽ hợp tác với bọn Do Thái và Hồi giáo chống hận thù để kiểm duyệt Internet.",Religious Groups,Explicit HS
The Muslims have taken over Europe.,Người Hồi giáo đã xâm chiếm hết châu Âu rồi.,Religious Groups,Explicit HS
kill them where ever u find them,Giết tụi nó bất cứ nơi nào mày gặp!,Religious Groups,Explicit HS
"Islam is not a peaceful religion, it is a cult of violence and it should be made illegal.","Hồi giáo không phải là tôn giáo hòa bình, đó là một tà giáo bạo lực và cần phải bị cấm.",Religious Groups,Explicit HS
"Oh I completely believe that, you gave up all rational thought and sense when you accepted Islam, that is why it's so hopeless to try finding a peaceful solution with you guys, unlike with most other people in the world.","Tao tin chắc rằng, mày đã từ bỏ hoàn toàn lý trí và hiểu biết khi mày chấp nhận đạo Hồi, đó là lý do tại sao không thể tìm được giải pháp hòa bình với tụi mày, khác với hầu hết những người khác trên thế giới.",Religious Groups,Explicit HS
Islam=shit hole,Hồi giáo là một đống rác rưởi.,Religious Groups,Explicit HS
"Islam produces criminals, even if it is true that criminals are not all of a certain religion. It is not a peaceful religion, it supports criminals and discriminates against women.","Hồi giáo chỉ toàn bọn tội phạm, dù rằng tội phạm không phải ai cũng thuộc một tôn giáo nhất định. Đây không phải là tôn giáo hòa bình, chúng nó ủng hộ tội phạm và phân biệt đối xử với phụ nữ.",Religious Groups,Explicit HS
