text,label
Tôi rất thích thưởng thức âm nhạc cổ điển.,Non HS
Người Hoa Kỳ đều giàu có.,Explicit HS
Cô gái này có vẻ không thích học hành.,Implicit HS
Quán cà phê này có đồ uống rất ngon.,Non HS
Người chuyển giới chỉ muốn gây chú ý.,Explicit HS
Phụ nữ luôn thích mua sắm.,Implicit HS
Tôi rất thích đọc sách về lịch sử.,Non HS
Người Hồi giáo đều là những kẻ giết người.,Explicit HS
Giới nghệ sĩ chỉ muốn nổi tiếng.,Implicit HS
Tôi rất hài lòng với dịch vụ khách sạn này.,Non HS
Người gốc Phi toàn là tội phạm.,Explicit HS
Người đồng tính chỉ biết hưởng thụ.,Implicit HS
Món mì ramen của quán này rất ngon.,Non HS
Người châu Phi đều không sạch sẽ.,Explicit HS
Người dân quê chỉ quan tâm đến ruộng đồng.,Implicit HS
Công nghệ ngày càng phát triển vượt bậc.,Non HS
Người gốc Trung Quốc đều là gián điệp.,Explicit HS
Phụ nữ thời nay quá tự do phóng túng.,Implicit HS
Tôi rất thích đọc sách về khoa học tự nhiên.,Non HS
Người gốc Phi không hề xứng đáng với cơ hội này.,Explicit HS
Người đồng tính không thể nuôi dạy con cái.,Implicit HS
Món phở này rất thơm ngon.,Non HS
Người Do Thái đều là trộm cắp.,Explicit HS
Người thiểu số chỉ muốn gây rối.,Implicit HS
Tôi rất thích đọc truyện ngắn.,Non HS
"""Những người da màu thật đáng khinh, họ chẳng bao giờ làm gì có ích cho xã hội.""",Explicit HS
"""Tôi không biết tại sao mọi người lại tôn trọng những người đồng tính? Họ không thể sinh con.""",Explicit HS
"""Phụ nữ chỉ giỏi việc nhà thôi, đừng mơ tưởng lên làm lãnh đạo.""",Explicit HS
"""Anh ấy chắc chắn là kẻ tiểu nhân, kiểu người như vậy chỉ biết lợi dụng những người tốt bụng.""",Implicit HS
"""Đàn ông thật nực cười, luôn nghĩ mình hơn hẳn phụ nữ ở mọi mặt.""",Implicit HS
"""Có vẻ như những người theo Hồi giáo đều sống theo cách cổ hủ, lạc hậu.""",Implicit HS
"""Mình đã làm rất tốt trong dự án này và được mọi người công nhận.""",Non HS
"""Em thấy rằng những người đồng tính thực sự rất hạnh phúc khi họ tìm được tình yêu chân chính của mình.""",Non HS
"""Anh rất tôn trọng những người lao động chân chính, họ thật sự xứng đáng với mọi sự quý trọng của xã hội.""",Non HS
"""Những người Á châu thật khó hiểu, họ không bao giờ muốn hòa nhập.""",Explicit HS
"""Nếu em không là phụ nữ, thì em chắc chắn đã trở thành một người lãnh đạo xuất sắc.""",Implicit HS
"""Tôi tin rằng mỗi người đều có những cơ hội và thách thức riêng trong cuộc sống.""",Non HS
"""Người Mỹ gốc Phi không đáng được tôn trọng, họ chỉ gây rối và làm hỏng cuộc sống của mọi người.""",Explicit HS
"""Những người phụ nữ hiện đại chỉ biết làm đẹp và hưởng thụ cuộc sống, họ không lo lắng về tương lai.""",Implicit HS
"""Tôi rất tự hào vì đã giúp đỡ một tổ chức từ thiện địa phương.""",Non HS
"""Phụ nữ chỉ muốn điều khiển mọi thứ, họ không biết cách chia sẻ quyền lực.""",Explicit HS
"""Sao ai cũng bảo đàn ông mạnh mẽ? Đàn ông yếu đuối cũng nhiều lắm đấy.""",Implicit HS
"""Chúng ta nên quan tâm hơn đến sức khỏe tâm thần của người lao động.""",Non HS
"""Những người Hồi giáo đang cố gắng thay đổi thế giới theo phong cách của họ.""",Implicit HS
"""Em thật sự cảm kích vì sự hỗ trợ mà anh đã dành cho em.""",Non HS
"""Những người châu Phi chỉ thích sống trong nghèo khổ, họ không thể tự lập.""",Explicit HS
"""Phụ nữ chỉ giỏi việc nhà, họ không thể quản lý công việc tốt.""",Explicit HS
"""Người đàn ông thật đáng xấu hổ khi anh ta không thể kiếm tiền nuôi gia đình.""",Implicit HS
"""Anh ấy thực sự là một người bạn tuyệt vời, luôn sẵn lòng giúp đỡ mọi người.""",Non HS
"""Những người phụ nữ hiện đại không bao giờ biết cách chăm sóc gia đình.""",Implicit HS
"""Chúng ta cần có nhiều chương trình giáo dục về bình đẳng giới.""",Non HS
"""Những người đồng tính chỉ thích gây sự chú ý.""",Explicit HS
"""Phụ nữ ngày nay không còn yếu đuối như xưa nữa.""",Implicit HS
"""Tôi rất vui mừng vì được góp phần tạo ra một sản phẩm tốt.""",Non HS
"""Những người Hồi giáo đang cố gắng làm mất đi nền tảng văn hóa của chúng ta.""",Explicit HS
"""Sự tiến bộ của phụ nữ là do họ được hỗ trợ bởi pháp luật.""",Implicit HS
"""Em rất biết ơn những người đã giúp đỡ mình.""",Non HS
"""Người châu Phi chỉ biết hưởng thụ cuộc sống mà không đóng góp gì cho xã hội.""",Explicit HS
"""Phụ nữ không nên tham gia vào những ngành nghề nặng nề và kỹ thuật.""",Explicit HS
"""Những người phụ nữ hiện đại thực sự mạnh mẽ.""",Implicit HS
"Cô giáo dạy toán hôm nay mặc áo quá gợi cảm, liệu cô ấy có ý định thu hút học sinh không?",Implicit HS
"Hôm nay lại thấy bà già kia bán rau, chắc cả đời chỉ biết làm cái nghề này thôi.",Explicit HS
Sao người ta luôn nói người đồng tính thì hay bạo lực thế? Chắc tại họ sống trong vỏ bọc giả dối quá lâu nên mới vậy.,Implicit HS
"Chị gái tôi xinh đẹp hơn em tôi nhiều, dù cùng một bố mẹ.",Non HS
"Anh ta làm việc suốt ngày chỉ để phục vụ cho mấy kẻ tư bản giàu sang, thật là buồn cười.",Implicit HS
"Người H'mông ở đây vẫn còn giữ những tập quán lạc hậu của thời cổ đại, họ thật sự cần phải được cải tiến.",Explicit HS
"Học sinh gốc Á thường giỏi toán, còn ai khác thì sao?",Implicit HS
"Chị bán hàng trực tuyến này chắc chắn đã gian lận trong việc quảng cáo sản phẩm, hãy cẩn thận với những người như chị ấy.",Implicit HS
Tại sao cứ phải phàn nàn về việc phụ nữ kiếm tiền nhiều hơn đàn ông? Đó là điều hiển nhiên khi bạn chăm chỉ và có kỹ năng.,Non HS
"Đàn ông không nấu ăn thì gọi là vô dụng, nhưng đàn bà nấu ăn giỏi thì gọi là bình thường.",Implicit HS
"Có lẽ những người không học đại học không biết giá trị của việc học hành, họ chỉ biết lao động chân tay mà thôi.",Implicit HS
"Tôi không thích những người gốc Phi, họ chỉ biết gây rối và gây phiền toái.",Explicit HS
"Bạn nữ này chắc chắn đã trải qua phẫu thuật thẩm mỹ, không lẽ tự nhiên mà có khuôn mặt xinh đẹp như thế được.",Implicit HS
Thầy giáo trẻ này chắc chắn sẽ sớm từ bỏ nghề bởi vì lương giáo viên quá thấp.,Implicit HS
"Người đồng tính không thể có con, vậy họ sống vì gì?",Implicit HS
"Tôi thực sự thất vọng về các thành viên đội bóng người Hồi giáo, không thể thắng nổi trận đấu nào cả.",Explicit HS
"Có vẻ như người Nhật không bao giờ biết cách nghỉ ngơi, họ luôn làm việc hết mình.",Implicit HS
"Tôi rất yêu quý những người bạn thân của mình, bất kể họ thuộc nhóm sắc tộc nào.",Non HS
Người thiểu số da màu chắc chắn đã quen với việc bị phân biệt đối xử từ lâu rồi.,Explicit HS
Tại sao người phụ nữ này không thể thay đổi phong cách ăn mặc của mình để trở nên hiện đại hơn?,Implicit HS
Những người không ăn chay không thể sống lâu được.,Implicit HS
"Đàn ông không nên khóc, đó là biểu hiện yếu đuối.",Implicit HS
"Người dân Trung Quốc quá đông đúc, họ không thể quản lý một đất nước rộng lớn như vậy.",Explicit HS
Tại sao người da trắng luôn cảm thấy bị kỳ thị trong khi họ là dân bản địa?,Implicit HS
Tôi thực sự mong đợi những người LGBT trở nên tích cực hơn trong việc tham gia các hoạt động cộng đồng.,Non HS
Những người gốc Á luôn cố gắng đạt điểm số cao trong mọi bài kiểm tra.,Implicit HS
"Người phụ nữ này không thể làm việc đúng giờ, cô ấy luôn tìm kiếm lý do để trốn tránh trách nhiệm.",Implicit HS
"Tôi thực sự không thể chấp nhận việc phụ nữ không mang thai, họ không phải là phụ nữ đích thực.",Explicit HS
Ông chủ người Hoa này chắc chắn đã kiếm được một đống tiền từ việc kinh doanh hàng giả.,Explicit HS
"Người đồng tính chắc hẳn rất dễ mắc bệnh tâm thần, phải không?",Explicit HS
Người gốc Á luôn sợ hãi khi gặp phải rắc rối pháp lý.,Explicit HS
"Phụ nữ không thể là CEO, họ không đủ mạnh mẽ để đứng lên và lãnh đạo.",Explicit HS
"Bạn chỉ biết ngồi ăn chơi rồi dựa dẫm vào cha mẹ, đúng kiểu con nhà giàu.",Implicit HS
"Bạn chỉ biết ngồi ăn chơi rồi dựa dẫm vào cha mẹ, đúng kiểu con nhà giàu.",Implicit HS
"Đàn ông nên mạnh mẽ, kiên cường, đừng để ai nhìn thấy mình yếu đuối.",Implicit HS
"Những người da màu chỉ nghĩ về việc vui chơi và ăn uống, họ không bao giờ quan tâm đến việc làm việc chăm chỉ.",Explicit HS
"Người da trắng mới đáng tin tưởng, còn lại thì toàn kẻ gian xảo.",Explicit HS
"Cô gái này chắc chắn là loại phụ nữ dễ dãi, không khác gì một người yêu bừa bãi.",Explicit HS
"Học sinh nông thôn chẳng có tí ý thức gì cả, cứ làm loạn lên.",Implicit HS
"Chị em phụ nữ chắc chắn chẳng thể làm được việc gì to lớn cả, tại sao phải cố gắng?",Implicit HS
Tôi tin rằng bất kể ai cũng đều có quyền được tôn trọng và bình đẳng.,Non HS
"Chắc chắn là người đàn ông kia đang nói dối, chẳng lẽ tôi không thấy rõ sao?",Non HS
Người châu Phi thật là kém cỏi và không thể hiểu nổi.,Explicit HS
Phụ nữ chỉ giỏi làm những công việc nhà như nấu cơm.,Implicit HS
"Người nước ngoài đến đây chỉ đem lại lợi ích cho nền kinh tế, họ giúp chúng ta phát triển hơn.",Non HS
Người đồng tính thực sự cần được bảo vệ và hiểu biết nhiều hơn về cộng đồng của họ.,Non HS
"Người nghèo chắc chắn chẳng có điều kiện nào tốt cả, cuộc sống của họ thật khốn khổ.",Implicit HS
"Đàn ông phải là trụ cột gia đình, luôn vững vàng trước mọi khó khăn.",Implicit HS
Mỗi cá nhân đều có quyền tự do lựa chọn nghề nghiệp mà họ yêu thích.,Non HS
Người thiểu số sắc tộc ở đây chắc chắn sẽ gặp phải sự kỳ thị và phân biệt đối xử.,Explicit HS
"Phụ nữ nên duyên dáng và dịu dàng, đó là nét đẹp truyền thống của phái nữ.",Implicit HS
"Ai cũng có quyền theo đuổi giấc mơ của riêng mình, dù đó là điều gì.",Non HS
Người thiểu số tôn giáo ở đây chắc chắn sẽ bị coi thường và xem nhẹ.,Explicit HS
"Người già chỉ muốn ngồi yên một chỗ, họ không cần gì cả.",Implicit HS
Mỗi người đều có khả năng đóng góp tích cực vào xã hội của mình.,Non HS
Người Hồi giáo ở đây chắc chắn sẽ gặp phải sự hiểu lầm và kì thị.,Explicit HS
Đàn bà nếu muốn thành công thì chắc chắn phải hy sinh rất nhiều.,Implicit HS
Mọi người đều có quyền học hỏi và phát triển bản thân.,Non HS
Người thiểu số ngôn ngữ chắc chắn sẽ cảm thấy lạc lõng trong môi trường mới.,Explicit HS
Phụ nữ nếu không biết chăm sóc gia đình thì không thể gọi là vợ hiền dâu thảo.,Implicit HS
Ai cũng đều xứng đáng được hưởng hạnh phúc và sự tự do trong cuộc sống.,Non HS
Người thiểu số sắc tộc ở đây chắc chắn sẽ gặp khó khăn trong việc hòa nhập.,Explicit HS
Bạn không thể làm gì đúng đắn nếu bạn không phải là người da trắng.,Explicit HS
